transcript_id,S1.c2,S10.c2,S11.c2,S12.c2,S2.c2,S3.c2,S4.c2,S5.c2,S6.c2,S7.c2,S8.c2,S9.c2
NM_001164358,53,81,30,17,43,12,25,31,17,22,64,79
NM_001003824,0,0,0,0,0,0,0,0,0,0,0,0
NM_001003825,0,0,0,0,0,0,0,0,0,0,0,0
NR_106202,0,2,0,1,0,0,0,0,1,0,2,0
NM_177303,2,43,9,0,5,2,0,19,109,12,60,20
NR_033634,0,0,0,0,0,0,0,0,0,0,0,0
NM_177658,1543,967,898,1909,701,535,1164,1063,2326,1106,2309,1435
NM_177657,518,831,820,653,613,296,640,320,437,266,353,794
NM_177656,0,0,0,0,0,0,0,0,0,0,0,0
NM_177655,0,0,0,0,0,0,0,0,0,0,0,0
NM_177653,0,0,0,0,0,0,0,0,0,0,0,0
NM_177652,81,176,138,178,54,19,47,41,60,33,109,196
NM_177651,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177407,0,0,0,0,0,0,0,0,0,0,0,0
NM_001164827,97,71,69,114,84,53,67,0,84,46,256,83
NM_001164820,0,0,0,0,0,0,18,0,0,0,0,0
NM_001289723,0,203,0,1,2,233,1,0,290,2,164,0
NM_001289722,0,0,2,1,0,0,1,179,369,0,255,0
NM_001290369,248,258,1039,964,221,499,787,578,633,625,309,610
NM_001290368,0,16,0,0,0,0,1,0,0,0,2,1
NM_029702,844,1090,717,805,813,383,724,715,655,469,1409,194
NM_025876,212,305,285,204,216,88,206,216,224,158,351,274
NM_001141946,121,86,100,121,223,65,287,153,162,142,276,169
NM_177784,269,248,194,128,226,87,207,245,320,196,355,195
NM_001141948,92,173,116,104,208,0,197,207,279,137,417,134
NM_001141949,266,326,361,262,183,212,251,388,371,429,759,326
NM_001011852,0,1,0,1,1,0,0,0,0,0,0,0
NR_029811,1,0,1,0,0,0,2,0,0,0,0,1
NM_177783,2495,2720,1037,1141,2008,827,1514,1790,1372,1618,2200,2729
NM_026703,881,1060,860,724,811,388,814,1063,1238,855,1636,1048
NM_001165997,174,134,120,90,132,124,93,30,137,100,263,193
NM_001165995,0,0,0,0,0,0,0,0,0,0,0,0
NM_001165992,0,168,109,0,97,0,0,92,0,0,0,270
NM_025475,494,403,461,316,318,136,399,413,542,391,730,576
NM_153501,1159,1345,1088,1094,1191,576,1258,1133,1226,793,1842,1280
NM_001083919,0,0,0,0,0,0,0,0,0,0,0,0
NM_001165998,0,88,0,0,0,0,0,0,65,0,0,0
NM_021716,282,334,249,0,0,100,0,0,0,141,225,218
NM_016719,185,166,189,151,137,89,160,260,296,276,606,193
NM_172150,753,892,757,538,612,303,606,726,867,569,1156,870
NM_028834,25,0,0,0,0,0,37,57,79,40,68,0
NM_001244891,6,187,7,4,0,8,0,0,52,0,3,2
NM_145533,399,354,384,376,317,198,348,299,320,223,494,561
NM_145532,0,0,0,0,0,2,0,2,0,0,2,0
NM_145531,2336,2616,2019,1714,1929,913,2133,1694,1800,1398,2824,2414
NM_145530,0,0,0,0,0,0,0,0,0,0,0,0
NM_138748,3345,3930,3327,2569,2871,1372,2779,3735,4308,2636,5773,3728
NM_145536,25,32,15,10,13,13,2,14,8,8,55,39
NM_145535,0,6,15,0,12,0,3,8,7,12,22,13
NM_145534,1340,1609,597,845,928,598,1077,660,475,654,995,1412
NM_008109,0,0,0,0,3,0,0,0,3,0,0,0
NM_198630,0,5,0,0,2,0,0,0,0,0,0,0
NM_009454,1887,1954,1592,1180,1670,809,1667,1871,1847,1336,2593,1866
NM_054068,0,0,0,0,0,0,0,0,0,0,0,0
NM_001289652,1169,1671,1263,957,1284,468,1040,1341,1522,932,2067,1428
NM_001289651,191,1,152,154,0,87,290,2,164,217,194,4
NM_001159696,0,0,0,0,0,0,0,0,0,0,0,0
NM_199239,0,2,0,0,0,145,0,0,1,0,1,2
NM_199238,0,0,0,0,0,0,0,152,173,0,189,0
NM_001289659,0,4,0,0,2,4,0,0,0,5,3,0
NM_172339,387,453,784,384,738,323,318,638,651,502,768,881
NM_011941,1123,1399,1033,1070,1076,513,1087,1019,1346,900,1891,1211
NM_010495,577,748,715,480,750,257,571,819,874,468,971,678
NM_029232,0,0,0,0,0,0,0,0,0,0,0,0
NM_148413,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290774,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290775,0,0,0,0,0,0,0,0,3,0,0,0
NM_001290773,0,0,0,0,0,0,0,0,0,0,0,0
NR_028547,1,1,0,1,0,0,1,1,0,0,2,2
NM_021398,29453,33890,25262,19907,23298,13443,23593,19263,14449,16860,31730,30227
NM_146650,0,0,0,0,0,0,0,0,0,0,0,0
NM_028724,6868,6551,6289,4404,4365,2891,4743,4023,4639,2844,5942,7276
NM_021393,2010,2304,2107,1687,1924,832,1785,1838,2159,1322,2895,2260
NM_021394,243,385,208,234,193,66,220,2387,3151,2067,4983,271
NM_001199188,668,985,332,913,608,230,764,1118,564,705,1288,1567
NM_198294,1285,1300,1963,914,665,340,757,1146,1752,1177,2016,1422
NM_146127,1232,972,912,714,960,386,731,789,706,364,921,1073
NM_001291149,115,112,91,55,73,36,38,61,87,42,137,74
NM_001242558,114,0,145,150,0,0,0,0,0,0,137,144
NM_146126,1239,1644,1454,1132,1291,690,1310,819,904,856,1236,1566
NM_028054,357,394,342,226,287,122,273,359,350,240,371,379
NM_001081199,198,195,137,154,151,48,156,88,117,67,271,146
NM_175225,68,83,7,171,210,27,214,32,76,145,155,178
NM_011836,2011,2335,2998,2078,1820,1045,1739,1136,1239,750,1849,2461
NM_001040055,0,0,0,0,0,0,0,0,0,0,0,0
NM_145395,2,19,7,14,6,6,5,0,0,10,4,22
NM_172204,0,0,0,0,0,0,0,0,0,0,0,0
NM_025657,0,332,1,202,233,2,223,0,255,0,207,288
NM_011393,2,7,0,1,0,3,5,4,0,0,7,8
NM_001289689,0,0,0,0,0,0,0,0,0,0,0,0
NM_001206382,65,131,115,118,3,49,10,165,1,59,87,12
NM_025490,0,0,0,0,0,0,0,0,0,0,0,0
NM_146843,0,0,0,0,0,0,0,0,0,0,0,0
NM_146846,0,0,0,0,0,0,0,0,0,0,0,0
NM_146847,0,0,0,0,0,0,0,0,0,0,0,0
NM_146844,0,0,0,0,0,0,0,0,0,0,0,0
NM_001013369,0,0,0,0,0,0,0,0,0,0,0,0
NM_146848,0,0,0,0,0,0,0,0,0,0,0,0
NM_146849,0,0,0,0,0,0,0,0,0,0,0,0
NM_025990,0,0,0,0,0,0,0,0,0,0,0,0
NM_146448,0,0,0,0,0,0,0,0,0,0,0,0
NR_105973,0,2,2,1,2,0,0,1,1,0,1,1
NM_001025102,698,742,646,481,667,282,589,608,731,526,848,696
NM_001080754,1070,886,765,648,430,285,715,567,814,629,494,879
NM_001256480_1,0,0,0,0,0,0,0,0,0,0,1,0
NM_001289611,65,134,86,54,104,0,78,163,117,81,178,95
NM_001256480_3,0,0,0,0,0,0,0,0,0,0,0,0
NM_001256480_2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001256480_5,0,0,0,0,0,0,0,0,0,0,1,0
NM_001256480_4,0,1,0,0,0,0,0,0,0,0,0,0
NR_038101,0,4,0,0,0,0,0,0,0,0,10,8
NM_001290558,3812,5271,3497,2507,3646,2125,3355,2979,2025,1909,5364,3869
NM_020333,0,6,3,10,4,0,0,0,9,3,8,6
NM_001290552,464,56,0,205,0,127,0,278,0,280,45,0
NM_001291145,0,8,0,0,0,0,0,0,0,0,0,0
NM_001139520,1682,1642,1672,1704,1726,878,1256,1890,2599,2256,6513,2039
NM_009979,0,0,0,0,0,0,0,0,0,0,0,0
NM_001081975,2736,3107,2851,2001,2144,1087,2211,1959,2173,1467,3226,2988
NM_001290796,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290790,0,0,0,0,0,0,0,0,0,0,0,0
NM_001081971,6,6,2,3,3,5,2,4,2,2,2,8
NM_001271777,0,0,0,0,0,0,0,0,0,0,0,0
NM_008859,0,3,12,9,0,0,0,9,3,0,29,5
NM_001276432,3,3,5,3,0,0,0,0,0,2,6,5
NM_001100415_1,0,1,0,0,0,0,0,0,0,0,0,0
NM_001100415_3,0,0,0,0,0,0,0,0,0,0,1,0
NM_001100415_2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001100415_5,0,0,0,0,0,0,0,0,0,0,1,0
NM_001123327,1329,1589,1303,1090,1350,683,1460,1429,1669,1126,2109,1517
NM_001202446,0,499,1138,0,0,0,485,0,0,120,0,0
NM_001202445,739,386,69,896,552,551,475,1002,1157,205,1232,1297
NM_001110228,0,0,0,0,0,0,0,0,0,0,0,0
NM_212450,922,1119,966,339,944,351,594,857,1060,778,619,582
NM_009851,8,16,16,9,13,4,19,19,39,49,46,12
NM_010711,0,0,0,0,0,0,0,0,0,0,0,0
NM_011611,409,598,560,359,522,257,520,544,298,371,814,491
NR_110350,0,0,0,0,0,8,0,0,32,91,0,77
NM_009989,0,0,0,0,0,0,0,0,0,0,0,0
NM_001166640,0,341,0,234,0,139,0,0,126,0,0,0
NR_073192,0,0,0,0,0,0,0,0,24,20,45,0
NR_073191,25,0,0,36,0,0,21,0,20,22,53,26
NM_008587,1701,1551,1324,1013,1076,689,1108,883,675,840,1470,1447
NM_001177439,0,0,0,0,0,0,0,0,0,0,0,0
NR_028535,0,0,0,0,0,0,0,0,0,0,0,0
NM_019547,57,48,56,45,47,18,47,96,101,36,102,46
NM_001177833,95,133,213,74,180,8,113,109,78,76,129,120
NR_040318,63,88,51,33,58,26,57,49,62,50,90,57
NM_146662,0,0,0,0,0,0,0,0,0,0,0,0
NM_146660,0,0,0,0,0,0,0,0,0,0,0,0
NM_146661,0,0,0,0,0,0,0,0,0,0,0,0
NM_019705,102,108,207,246,167,78,97,197,186,134,133,299
NM_009219,0,3,4,5,2,1,2,2,2,0,0,4
NM_013599,4,22,20,17,4,3,4,263,589,114,134,4
NM_001136081,0,1,0,1,0,1,1,174,238,1,75,107
NM_013592,852,681,779,617,538,341,512,584,450,246,620,781
NM_022415,4196,5500,4132,3116,3465,1553,2919,5791,6619,4329,9948,4567
NM_001079690,0,0,0,0,0,0,0,0,0,0,0,0
NM_008920,0,16,2,0,0,0,0,3,0,0,0,2
NM_183112,8,19,10,19,5,7,11,16,0,6,11,22
NM_001177720,382,371,21,0,304,119,283,303,367,244,654,310
NM_001177839,92,54,91,0,70,0,40,51,57,61,44,46
NM_009328,33,19,17,24,17,6,17,6,8,0,30,22
NM_001081133,877,1021,866,565,677,368,813,722,873,608,1078,981
NM_029837,0,0,0,0,0,0,0,0,0,0,0,0
NM_178778,386,490,355,368,494,203,451,324,369,384,673,434
NM_009322,0,0,0,0,3,0,0,0,0,0,2,0
NM_029832,2378,2819,2341,2104,2132,923,1974,1600,1614,1197,2841,2729
NM_001162503,2873,3728,3163,2352,2589,1372,2401,2230,2110,1694,3537,3649
NM_009326,159,222,197,187,131,70,136,138,137,104,267,207
NM_019632,114,146,102,87,91,57,94,76,71,76,135,117
NM_001099349_1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001099349_2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001099349_3,0,1,0,0,0,0,0,0,0,0,0,0
NM_001099349_4,0,0,0,0,0,0,0,0,0,0,1,0
NM_001099349_5,0,0,0,0,0,0,0,0,1,0,0,0
NM_001270423,0,0,0,0,0,0,0,0,0,0,0,0
NM_013627,0,0,0,0,0,0,0,0,0,0,0,0
NM_001112738,103,115,163,8,125,14,15,19,145,4,21,17
NM_146594,0,0,0,0,0,0,0,0,0,0,0,0
NM_177294,221,2,5,350,361,387,273,347,9,4,310,22
NM_001005225,0,0,0,0,0,0,0,0,0,0,0,0
NM_177268,458,580,430,439,416,169,426,376,404,360,839,457
NM_027641,389,438,347,347,399,167,327,269,314,168,420,406
NM_019450,0,0,0,0,0,0,0,0,0,0,0,0
NM_019451,0,0,0,0,0,0,0,0,0,0,0,0
NM_019456,557,872,819,865,702,362,741,957,1422,897,1527,1005
NM_177263,2388,1948,1882,1348,1598,989,1950,1305,1357,1216,2068,2247
NM_019454,47,34,14,20,22,30,0,40,23,11,63,85
NM_029958,0,0,0,0,0,0,0,0,0,0,0,0
NM_029959,0,0,0,0,0,0,0,0,0,0,0,0
NM_001111060,142,69,3,4,3,1,4,103,30,39,874,0
NM_001177659,5,27,8,4,3,0,11,8,20,7,11,14
NM_001177657,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177656,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177655,0,152,0,243,134,0,227,242,0,297,222,304
NM_001177654,206,0,118,0,0,116,0,0,0,0,0,0
NM_001177650,58,8,104,73,47,0,73,0,6,58,180,0
NM_001291173,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291172,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291171,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291170,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291177,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291176,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291175,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291174,0,0,11,0,0,0,0,0,0,0,0,0
NM_001291179,0,0,0,0,0,0,0,0,0,0,0,0
NM_146395,0,0,0,0,0,0,0,0,0,0,0,0
NM_001082476,1353,1468,1258,1196,1079,521,998,1087,1065,755,1791,1464
NM_001099308_1,454,0,0,0,0,0,427,0,493,0,0,557
NM_010222,2107,2593,2278,1574,2048,906,2007,1824,2124,1481,2598,2436
NM_010226,137,157,202,140,155,83,177,195,256,71,260,175
NM_027093,202,244,215,168,177,67,184,207,289,157,394,186
NM_178250,0,0,0,0,0,0,0,0,0,0,0,0
NR_046065,0,0,0,0,0,0,0,0,0,0,0,0
NM_030244,799,746,793,658,674,361,710,690,771,383,1027,793
NM_030243,0,129,108,0,0,93,0,0,0,0,0,0
NR_040256_1,0,0,0,0,0,0,0,36,25,0,0,0
NM_008625,20,38,16,14,16,8,9,15,18,28,31,12
NM_177647,109,116,87,63,77,38,80,55,52,54,55,87
NM_177648,587,666,604,463,527,219,526,580,687,410,908,667
NM_001030292,0,0,0,0,0,0,0,0,0,0,2,0
NM_146970,0,0,0,0,0,0,0,0,0,0,0,0
NM_025868,1331,1477,1562,985,1004,564,907,1294,1607,1017,1707,1709
NM_001289717,186,162,367,202,149,151,238,287,225,0,376,183
NR_045894,0,0,0,0,0,0,0,0,0,0,0,0
NR_045895,0,0,0,0,0,0,0,0,0,0,0,0
NM_001289710,69,146,109,84,121,0,0,66,221,99,121,122
NM_029716,0,1,0,0,0,0,0,0,0,1,3,0
NM_025866,35,46,41,18,45,27,43,202,429,155,274,32
NM_001278257,0,0,0,0,0,0,0,0,0,0,0,0
NM_001278256,87,34,133,93,23,6,30,221,36,188,168,42
NM_001198809,0,0,0,0,4,0,0,0,0,0,0,0
NM_001198808,0,0,0,0,0,0,0,0,0,0,12,0
NM_001278259,0,0,0,0,0,0,0,0,0,0,0,6
NM_001278258,0,3,7,0,2,0,6,6,0,2,0,0
NM_001100416_2,0,0,0,0,0,0,0,0,0,0,692,0
NM_001100416_3,0,0,0,0,0,0,0,0,323,0,0,0
NM_001100416_1,0,633,0,0,0,0,0,0,0,0,0,0
NM_133232,1196,2911,3636,1430,4099,1376,3981,1173,2382,812,1591,4990
NM_181424,121,236,137,175,159,81,130,78,217,198,246,338
NM_001276361,0,1,1,0,1,0,0,0,1,1,2,1
NM_001276360,0,1,0,0,0,0,1,0,0,0,1,1
NM_026115,334,395,321,216,294,159,359,573,894,498,851,373
NM_153511,0,0,0,5,3,0,0,0,5,4,13,0
NM_146293,0,0,0,0,0,0,0,0,0,0,0,0
NM_198191,0,4,0,2,2,0,0,3,0,0,0,0
NR_117095,0,0,0,0,0,0,0,0,0,0,0,0
NM_028844,270,305,245,190,232,130,242,324,343,190,461,318
NM_028846,523,594,526,450,450,206,415,419,528,355,802,557
NM_145524,117,141,158,134,95,46,139,113,129,120,131,152
NM_145525,0,0,0,0,0,0,0,0,0,0,0,73
NM_145526,2,0,3,6,8,2,4,6,8,3,14,0
NM_145527,0,0,0,15,0,0,0,0,0,0,0,0
NM_145520,19,9,19,52,18,13,44,128,13,31,10,46
NM_145521,328,314,269,250,287,119,263,235,238,183,387,302
NM_145522,308,380,358,256,306,143,279,360,491,277,604,415
NM_145523,14,5,9,5,14,8,14,14,10,8,30,19
NM_145528,1524,1715,1572,1210,1199,648,1104,1397,1451,1012,2262,1740
NM_145529,369,453,363,262,325,175,348,479,575,324,740,369
NM_009442,641,838,661,512,508,257,510,614,713,439,988,735
NM_054091,0,0,0,0,0,0,0,0,0,0,0,0
NM_054090,0,0,0,0,0,0,0,0,0,0,0,0
NM_001289660,12,0,0,0,0,0,0,0,0,0,0,0
NM_199223,264,369,330,267,214,110,185,671,696,652,1621,333
NM_001256521,1619,1602,512,1111,1344,574,1187,1289,1554,951,1829,1677
NM_172858,0,0,0,0,0,0,0,0,0,0,0,0
NM_172859,203,286,236,156,173,85,169,132,113,65,167,294
NM_177782,305,289,359,329,256,185,280,242,266,280,386,356
NM_172856,1833,2077,1812,1189,1349,742,1377,2209,2036,1798,4167,1947
NM_172857,14,21,25,13,12,10,15,31,15,10,45,17
NM_172854,125,212,236,259,185,118,150,96,118,53,93,329
NM_172855,5,14,8,5,4,6,12,5,15,8,6,14
NM_133837,930,1233,1044,757,889,434,922,1090,1286,898,1618,1147
NM_133836,67,175,85,122,130,0,52,95,74,67,96,86
NM_133835,610,640,560,483,583,291,530,569,767,454,994,721
NM_001290765,508,366,467,486,377,145,398,410,1123,518,1416,726
NR_037272,0,0,0,1,0,0,0,0,0,0,1,1
NM_001195390,99,62,4,3,103,46,66,64,69,6,15,75
NM_133839,1289,1751,1274,1011,1172,583,1343,1442,1591,1012,2195,1468
NM_133838,641,739,560,446,462,291,426,593,638,420,961,811
NM_008008,3941,5258,4032,2830,3252,1699,3346,2625,2671,2149,3880,4526
NM_030063,0,0,0,0,0,0,0,0,0,0,0,0
NM_028284,182,266,209,157,194,90,181,185,184,143,268,229
NM_001289446,0,698,524,0,0,0,0,160,0,0,0,0
NR_033220,0,41,33,20,2,0,42,33,3,0,55,0
NM_001289445,0,0,0,0,1,156,0,0,288,0,502,0
NM_001083125,0,0,0,0,0,0,0,0,0,0,0,0
NM_001083127,0,0,0,0,0,0,0,0,0,0,0,0
NM_001083126,0,0,0,0,0,0,0,0,0,0,0,0
NM_001284369,331,674,927,418,296,592,346,294,250,248,368,875
NM_144888,579,463,561,218,458,211,360,15,605,241,449,394
NR_037274,4,4,3,5,3,3,2,5,12,5,7,3
NM_024281,13314,12563,13120,10639,10941,4957,12547,12934,15279,10406,25189,13904
NM_028260,317,454,358,240,361,201,359,386,441,304,517,389
NM_001012396,0,114,0,87,35,0,135,144,139,136,228,0
NM_001012392,0,12,28,0,5,87,15,49,84,3,16,29
NM_182990,3537,4485,3750,2786,2907,1393,3207,3861,5237,3041,6551,3942
NM_001276444,0,0,0,0,0,0,0,0,0,0,0,0
NM_182994,2442,2937,2687,1866,2516,1308,2282,2385,2898,1764,3184,2934
NM_010825,177,261,233,110,167,46,192,0,160,198,244,353
NM_001285417,0,0,0,0,0,0,0,0,0,0,0,0
NM_001285416,0,0,0,0,0,0,0,0,0,0,0,0
NM_001285419,0,0,0,0,0,0,0,0,0,0,0,0
NM_001285418,0,0,0,0,0,0,0,0,0,0,0,0
NM_025646,0,1,2,0,0,1,0,0,0,0,0,0
NR_015464,9,16,7,11,6,7,12,12,7,10,22,12
NM_030112,1667,1982,1706,1295,1427,715,1659,1476,1690,1142,2509,1800
NM_001001444,0,0,0,0,0,0,0,0,0,0,0,0
NM_001044750,0,0,0,0,0,0,0,0,0,0,0,0
NM_001276443,0,0,32,0,33,25,0,102,0,1,99,1
NM_001013376,72,107,59,60,73,26,72,97,108,69,170,83
NM_001081364,7573,7252,6894,6028,5509,3365,6229,5734,5302,4501,9290,8599
NM_023396,0,3,2,7,0,0,1,3,3,2,1,2
NM_146476,0,0,0,0,0,0,0,0,0,0,0,0
NM_146474,0,0,0,0,0,0,0,0,0,0,0,0
NM_009883,11868,9992,7138,3266,8326,173,10921,4820,7624,2266,14404,10836
NR_110989,0,0,0,0,0,0,0,0,0,2,0,0
NM_146274,0,0,0,0,0,0,0,0,0,0,0,0
NR_110985,0,0,0,146,0,16,0,0,0,0,162,95
NM_001278520,0,0,0,0,0,0,0,0,0,0,0,0
NR_110986,118,63,164,117,61,20,138,155,216,70,206,218
NR_110981,53,38,53,41,42,22,68,38,71,22,56,64
NM_001290640,0,0,0,0,0,0,516,0,0,0,0,0
NM_001290548,714,733,457,493,589,292,417,401,698,640,1011,549
NM_001139519,116,171,136,78,102,23,77,939,1323,980,2465,175
NM_025735,2738,2967,2312,2107,2229,1189,2507,1725,1672,1295,2641,2770
NM_001039501,4,0,0,0,2,4,0,0,2,0,4,0
NM_001139512,88,222,84,0,123,112,0,247,639,240,689,221
NM_001139513,1198,1521,1003,654,613,253,1049,1404,694,938,1469,1444
NM_001139511,516,568,650,656,666,403,618,851,1430,528,1299,545
NM_001139516,6,54,0,8,0,0,6,54,52,33,40,0
NM_001111075,337,269,344,216,334,26,497,387,816,650,645,340
NM_029280,38,198,56,113,114,72,75,163,75,70,159,152
NM_146265_1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290788,131,409,366,0,303,298,0,2,277,1,679,435
NM_001290786,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290784,0,0,0,0,0,0,252,3,0,0,0,0
NM_001290782,425,365,411,10,0,0,295,326,0,263,398,460
NR_037979,0,0,0,0,0,0,0,0,0,0,0,0
NM_147078,0,0,0,0,0,0,0,0,0,0,0,0
NR_030757,0,0,0,0,0,0,0,0,0,0,0,0
NR_027914,73,76,111,67,89,40,80,102,76,0,115,80
NM_001271746,0,0,0,0,0,0,0,0,0,0,0,0
NM_001271747,37,0,0,0,0,0,0,0,0,0,0,0
NM_001271744,0,0,0,0,0,0,9,0,0,0,0,0
NM_001077192,559,511,559,326,250,215,524,532,619,407,649,472
NM_147016,0,0,0,0,0,0,0,0,0,0,0,0
NM_147017,0,0,0,0,0,0,0,0,0,0,0,0
NM_147014,0,0,0,0,0,0,0,0,0,0,0,0
NM_147015,0,0,0,0,0,0,0,0,0,0,0,0
NM_147012,0,0,0,0,0,0,0,0,0,0,0,0
NM_147013,0,0,0,0,0,0,0,0,0,0,0,0
NR_027919,37,51,22,25,34,17,21,27,22,14,45,34
NM_147011,0,0,0,0,0,0,0,0,0,0,0,0
NR_040529,0,0,0,0,0,0,0,0,0,0,0,0
NM_001145813,0,0,0,0,0,0,0,0,0,0,0,0
NM_010726,1002,1355,1172,812,963,424,1004,1019,1058,848,1790,1253
NM_010725,0,0,0,0,0,0,0,0,0,0,0,0
NM_001033299,1137,1268,1096,1038,953,458,905,1102,1208,0,1674,1269
NM_212446,872,1167,945,651,754,383,820,863,951,697,1391,1038
NM_009849,2602,3431,3916,4325,3460,2239,4072,1678,1908,1363,2182,4384
NM_139200,3,18,5,3,4,7,5,7,7,14,27,10
NR_040524,0,0,0,0,0,0,0,0,0,2,2,0
NM_001040130,19,25,23,36,63,0,19,48,83,0,48,53
NM_146381,0,0,0,0,0,0,0,0,0,0,0,0
NM_010694,0,0,0,0,0,0,0,0,0,0,0,0
NM_139197,70,76,77,82,65,39,63,56,68,66,91,96
NM_001290437,34,61,44,394,0,40,54,106,94,24,34,41
NM_173031,0,0,0,0,0,0,0,0,0,0,0,0
NM_009996,0,0,0,0,0,0,0,0,0,0,0,0
NM_008435,0,0,0,0,0,0,0,0,2,0,3,0
NM_001277970,0,0,38,0,27,16,0,0,38,0,12,57
NM_178111,4640,4793,4124,2774,3884,1646,3778,3627,4175,2671,5235,4214
NM_001177400,81,81,48,46,0,32,0,70,59,69,155,0
NM_001177401,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177406,0,0,0,0,0,0,0,0,0,0,0,0
NR_033632,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177404,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177405,0,0,0,0,0,0,0,0,0,0,0,0
NM_001145902,87,0,354,84,0,63,101,205,275,0,387,396
NM_001163688,4603,5311,4671,3311,3860,1918,4194,3980,4427,3202,6397,5157
NM_146129,1653,2003,1546,1428,1345,630,1258,1298,1328,1030,2072,1876
NM_146128,1208,1007,632,0,705,634,633,931,692,514,1084,999
NM_146659,0,0,0,0,0,0,0,0,0,0,0,0
NM_146658,0,0,0,0,0,0,0,0,0,0,0,0
NM_011529,0,110,0,0,102,0,0,104,0,107,0,0
NM_146121,1781,2070,1927,1336,1515,732,1686,1651,1863,1363,2690,1986
NM_146120,1068700,1155782,1172459,962005,1035712,563798,1009895,468666,351149,353827,691687,1282743
NM_146123,0,0,0,0,0,0,0,0,0,0,0,0
NM_146122,1095,1308,1101,1029,996,452,1091,1005,1067,824,1922,1346
NM_146125,21,41,22,21,17,0,16,26,15,3,26,36
NM_146124,2,4,2,3,4,1,1,8,3,3,7,3
NM_001025310,89,170,122,92,118,100,135,75,130,163,196,69
NM_001025311,0,3,0,2,3,0,0,0,105,0,4,4
NM_001206385,561,781,444,594,588,219,681,783,455,420,996,854
NM_019735,369,519,414,328,377,155,365,534,597,424,989,525
NM_001206383,0,0,0,0,0,0,0,0,0,0,0,0
NR_040327,7,0,0,0,0,0,0,4,3,2,2,0
NR_040326,0,0,0,0,0,0,0,0,0,0,0,0
NR_040323,7,6,4,0,8,2,0,5,0,2,0,0
NR_040322,0,0,0,0,0,0,0,0,0,0,0,0
NR_040321,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177536,58,83,49,48,39,21,47,58,64,41,87,45
NM_001145836,1065,1417,446,781,750,431,500,919,599,411,1351,1282
NM_001145834,282,451,168,680,668,107,419,0,429,149,482,420
NM_001145835,1415,960,2246,708,719,821,804,1436,1172,939,1211,1709
NM_001145830,59,133,67,92,42,19,33,168,45,56,126,247
NM_001160363,10,15,13,15,16,9,9,7,3,10,10,19
NM_001177719,13,15,252,304,11,44,22,87,22,13,38,45
NM_001038492,3216,3813,3636,2684,2694,1259,2954,2993,3268,1633,3804,3585
NM_001177710,98,0,0,292,0,0,139,0,117,0,263,0
NM_183106,1681,1775,1588,1176,1306,720,1493,1570,1612,1199,2602,1747
NM_018807,585,674,532,476,493,248,493,554,581,354,876,660
NM_008953,642,531,442,257,611,89,385,276,297,140,167,361
NM_018809,0,0,0,0,0,0,0,0,0,0,0,0
NM_008489,1282,1986,1544,1517,1438,739,1611,1775,1801,1768,3372,1763
NM_011978,0,0,0,0,0,0,0,0,0,0,0,0
NM_178762,508,1108,395,505,364,339,324,506,486,355,684,948
NM_001177407_2,0,0,0,0,435,445,0,0,513,0,0,0
NM_027091,469,622,525,413,476,198,516,387,723,468,956,542
NM_027096,69,0,0,0,0,0,50,58,0,44,68,55
NM_001177407_3,0,0,0,0,0,0,0,0,0,0,0,0
NM_010068,34,0,0,0,0,0,0,0,0,0,0,0
NM_146593,0,0,0,0,0,0,0,0,0,0,0,0
NR_040371,13,13,7,11,5,3,4,9,0,9,10,19
NM_001177407_1,758,900,761,371,481,443,0,0,572,0,1539,920
NM_207135,0,0,0,0,0,0,0,0,0,0,0,0
NR_028497,364,422,370,259,387,132,328,499,685,362,835,361
NM_018732,6786,5748,5444,3838,4560,2400,5180,3330,2492,2439,5016,6540
NM_018733,0,0,0,0,0,0,2,0,0,0,0,0
NM_177253,36,56,34,51,45,18,54,54,53,48,60,41
NM_001005230,0,0,0,0,0,0,0,0,0,0,0,0
NM_177256,556,649,488,344,466,203,402,554,525,528,1100,581
NM_170756,630,761,731,615,638,319,603,637,807,572,1160,811
NM_001009948,0,0,0,0,0,0,0,0,0,0,0,0
